name,kind,leave_year,y2019_excess,y2019_total,y2019_dd,y2019_trades,y2020_excess,y2020_total,y2020_dd,y2020_trades,y2021_excess,y2021_total,y2021_dd,y2021_trades,y2022_excess,y2022_total,y2022_dd,y2022_trades,y2023_excess,y2023_total,y2023_dd,y2023_trades,y2024_excess,y2024_total,y2024_dd,y2024_trades,selection_avg_excess,replay_2019_excess,replay_2020_excess,replay_2021_excess,replay_2022_excess,replay_2023_excess,replay_2024_excess,breadth_drop_threshold,breadth_panic_ratio,breadth_risk_recovery_days,breadth_risk_switch_hurdle_pct,breadth_normal_to_risk_min_days,confirm_pool_mean_threshold,breadth_effective_lag_days,y2019_risk_days,y2020_risk_days,y2021_risk_days,y2022_risk_days,y2023_risk_days,y2024_risk_days,main_floor_pass_count,passes_main_floors,params_json,_candidate_idx,selected_passes,selected_total,adoption_pass
medium_baseline,baseline,2019,0.161312,0.368678,-0.107537,140,-0.130604,-0.026438,-0.131274,90,-0.050441,0.071257,-0.083862,116,0.014425,-0.147596,-0.174975,149,-0.031027,-0.058647,-0.14319,166,0.030085,0.025727,-0.170346,255,-0.033512,0.161312,,,,,,,,,,,,,,,,,,,,,,,,,
medium_baseline,baseline,2020,0.161312,0.368678,-0.107537,140,-0.130604,-0.026438,-0.131274,90,-0.050441,0.071257,-0.083862,116,0.014425,-0.147596,-0.174975,149,-0.031027,-0.058647,-0.14319,166,0.030085,0.025727,-0.170346,255,0.024871,,-0.130604,,,,,,,,,,,,,,,,,,,,,,,,
medium_baseline,baseline,2021,0.161312,0.368678,-0.107537,140,-0.130604,-0.026438,-0.131274,90,-0.050441,0.071257,-0.083862,116,0.014425,-0.147596,-0.174975,149,-0.031027,-0.058647,-0.14319,166,0.030085,0.025727,-0.170346,255,0.008838,,,-0.050441,,,,,,,,,,,,,,,,,,,,,,,
medium_baseline,baseline,2022,0.161312,0.368678,-0.107537,140,-0.130604,-0.026438,-0.131274,90,-0.050441,0.071257,-0.083862,116,0.014425,-0.147596,-0.174975,149,-0.031027,-0.058647,-0.14319,166,0.030085,0.025727,-0.170346,255,-0.004135,,,,0.014425,,,,,,,,,,,,,,,,,,,,,,
medium_baseline,baseline,2023,0.161312,0.368678,-0.107537,140,-0.130604,-0.026438,-0.131274,90,-0.050441,0.071257,-0.083862,116,0.014425,-0.147596,-0.174975,149,-0.031027,-0.058647,-0.14319,166,0.030085,0.025727,-0.170346,255,0.004955,,,,,-0.031027,,,,,,,,,,,,,,,,,,,,,
medium_baseline,baseline,2024,0.161312,0.368678,-0.107537,140,-0.130604,-0.026438,-0.131274,90,-0.050441,0.071257,-0.083862,116,0.014425,-0.147596,-0.174975,149,-0.031027,-0.058647,-0.14319,166,0.030085,0.025727,-0.170346,255,-0.007267,,,,,,0.030085,,,,,,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec1_h0p05_min1_confirmm0p005,candidate,,0.153592,0.360957,-0.106705,147,-0.214114,-0.109947,-0.191385,94,-0.037862,0.083837,-0.094061,152,0.03137,-0.130651,-0.15942,187,-0.029066,-0.056686,-0.141317,168,0.015924,0.011565,-0.164304,263,,,,,,,,-0.03,0.2,1,0.05,1,-0.005,1,4,13,6,8,0,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.05, ""confirm_pool_mean_threshold"": -0.005, ""name"": ""breadth_dropm0p03_ratio0p2_rec1_h0p05_min1_confirmm0p005""}",0,,,
breadth_dropm0p03_ratio0p2_rec1_h0p05_min1_confirmm0p01,candidate,,0.153592,0.360957,-0.106705,147,-0.214114,-0.109947,-0.191385,94,-0.037862,0.083837,-0.094061,152,0.03137,-0.130651,-0.15942,187,-0.029066,-0.056686,-0.141317,168,0.015924,0.011565,-0.164304,263,,,,,,,,-0.03,0.2,1,0.05,1,-0.01,1,4,13,6,8,0,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.05, ""confirm_pool_mean_threshold"": -0.01, ""name"": ""breadth_dropm0p03_ratio0p2_rec1_h0p05_min1_confirmm0p01""}",1,,,
breadth_dropm0p03_ratio0p2_rec1_h0p05_min1_confirmm0p015,candidate,,0.153592,0.360957,-0.106705,147,-0.214114,-0.109947,-0.191385,94,-0.037862,0.083837,-0.094061,152,0.03137,-0.130651,-0.15942,187,-0.029066,-0.056686,-0.141317,168,0.015924,0.011565,-0.164304,263,,,,,,,,-0.03,0.2,1,0.05,1,-0.015,1,4,13,6,8,0,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.05, ""confirm_pool_mean_threshold"": -0.015, ""name"": ""breadth_dropm0p03_ratio0p2_rec1_h0p05_min1_confirmm0p015""}",2,,,
breadth_dropm0p03_ratio0p2_rec1_h0p08_min1_confirmm0p005,candidate,,0.153592,0.360957,-0.106705,147,-0.214367,-0.1102,-0.191617,94,-0.037862,0.083837,-0.094061,152,0.03137,-0.130651,-0.15942,187,-0.029066,-0.056686,-0.141317,168,0.015924,0.011565,-0.164304,263,,,,,,,,-0.03,0.2,1,0.08,1,-0.005,1,4,13,6,8,0,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.08, ""confirm_pool_mean_threshold"": -0.005, ""name"": ""breadth_dropm0p03_ratio0p2_rec1_h0p08_min1_confirmm0p005""}",3,,,
breadth_dropm0p03_ratio0p2_rec1_h0p08_min1_confirmm0p01,candidate,,0.153592,0.360957,-0.106705,147,-0.214367,-0.1102,-0.191617,94,-0.037862,0.083837,-0.094061,152,0.03137,-0.130651,-0.15942,187,-0.029066,-0.056686,-0.141317,168,0.015924,0.011565,-0.164304,263,,,,,,,,-0.03,0.2,1,0.08,1,-0.01,1,4,13,6,8,0,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.08, ""confirm_pool_mean_threshold"": -0.01, ""name"": ""breadth_dropm0p03_ratio0p2_rec1_h0p08_min1_confirmm0p01""}",4,,,
breadth_dropm0p03_ratio0p2_rec1_h0p08_min1_confirmm0p015,candidate,,0.153592,0.360957,-0.106705,147,-0.214367,-0.1102,-0.191617,94,-0.037862,0.083837,-0.094061,152,0.03137,-0.130651,-0.15942,187,-0.029066,-0.056686,-0.141317,168,0.015924,0.011565,-0.164304,263,,,,,,,,-0.03,0.2,1,0.08,1,-0.015,1,4,13,6,8,0,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.08, ""confirm_pool_mean_threshold"": -0.015, ""name"": ""breadth_dropm0p03_ratio0p2_rec1_h0p08_min1_confirmm0p015""}",5,,,
breadth_dropm0p03_ratio0p2_rec1_h0p1_min1_confirmm0p005,candidate,,0.153592,0.360957,-0.106705,147,-0.214367,-0.1102,-0.191617,94,-0.037862,0.083837,-0.094061,152,0.031627,-0.130394,-0.15917,187,-0.029066,-0.056686,-0.141317,168,0.015924,0.011565,-0.164304,263,,,,,,,,-0.03,0.2,1,0.1,1,-0.005,1,4,13,6,8,0,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.1, ""confirm_pool_mean_threshold"": -0.005, ""name"": ""breadth_dropm0p03_ratio0p2_rec1_h0p1_min1_confirmm0p005""}",6,,,
breadth_dropm0p03_ratio0p2_rec1_h0p1_min1_confirmm0p01,candidate,,0.153592,0.360957,-0.106705,147,-0.214367,-0.1102,-0.191617,94,-0.037862,0.083837,-0.094061,152,0.031627,-0.130394,-0.15917,187,-0.029066,-0.056686,-0.141317,168,0.015924,0.011565,-0.164304,263,,,,,,,,-0.03,0.2,1,0.1,1,-0.01,1,4,13,6,8,0,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.1, ""confirm_pool_mean_threshold"": -0.01, ""name"": ""breadth_dropm0p03_ratio0p2_rec1_h0p1_min1_confirmm0p01""}",7,,,
breadth_dropm0p03_ratio0p2_rec1_h0p1_min1_confirmm0p015,candidate,,0.153592,0.360957,-0.106705,147,-0.214367,-0.1102,-0.191617,94,-0.037862,0.083837,-0.094061,152,0.031627,-0.130394,-0.15917,187,-0.029066,-0.056686,-0.141317,168,0.015924,0.011565,-0.164304,263,,,,,,,,-0.03,0.2,1,0.1,1,-0.015,1,4,13,6,8,0,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.1, ""confirm_pool_mean_threshold"": -0.015, ""name"": ""breadth_dropm0p03_ratio0p2_rec1_h0p1_min1_confirmm0p015""}",8,,,
breadth_dropm0p03_ratio0p2_rec2_h0p05_min1_confirmm0p005,candidate,,0.153592,0.360957,-0.106705,147,-0.214009,-0.109842,-0.191355,93,-0.037862,0.083837,-0.094061,152,0.019699,-0.142322,-0.169797,191,-0.029066,-0.056686,-0.141317,168,0.015924,0.011565,-0.164304,263,,,,,,,,-0.03,0.2,2,0.05,1,-0.005,1,4,13,6,8,0,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.05, ""confirm_pool_mean_threshold"": -0.005, ""name"": ""breadth_dropm0p03_ratio0p2_rec2_h0p05_min1_confirmm0p005""}",9,,,
breadth_dropm0p03_ratio0p2_rec2_h0p05_min1_confirmm0p01,candidate,,0.153592,0.360957,-0.106705,147,-0.214009,-0.109842,-0.191355,93,-0.037862,0.083837,-0.094061,152,0.019699,-0.142322,-0.169797,191,-0.029066,-0.056686,-0.141317,168,0.015924,0.011565,-0.164304,263,,,,,,,,-0.03,0.2,2,0.05,1,-0.01,1,4,13,6,8,0,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.05, ""confirm_pool_mean_threshold"": -0.01, ""name"": ""breadth_dropm0p03_ratio0p2_rec2_h0p05_min1_confirmm0p01""}",10,,,
breadth_dropm0p03_ratio0p2_rec2_h0p05_min1_confirmm0p015,candidate,,0.153592,0.360957,-0.106705,147,-0.214009,-0.109842,-0.191355,93,-0.037862,0.083837,-0.094061,152,0.019699,-0.142322,-0.169797,191,-0.029066,-0.056686,-0.141317,168,0.015924,0.011565,-0.164304,263,,,,,,,,-0.03,0.2,2,0.05,1,-0.015,1,4,13,6,8,0,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.05, ""confirm_pool_mean_threshold"": -0.015, ""name"": ""breadth_dropm0p03_ratio0p2_rec2_h0p05_min1_confirmm0p015""}",11,,,
breadth_dropm0p03_ratio0p2_rec2_h0p08_min1_confirmm0p005,candidate,,0.15302,0.360386,-0.106677,147,-0.136525,-0.032358,-0.128088,76,-0.037862,0.083837,-0.094061,152,0.007049,-0.154972,-0.182062,192,-0.029066,-0.056686,-0.141317,168,0.014323,0.009965,-0.164304,263,,,,,,,,-0.03,0.2,2,0.08,1,-0.005,1,4,13,6,8,0,5,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.08, ""confirm_pool_mean_threshold"": -0.005, ""name"": ""breadth_dropm0p03_ratio0p2_rec2_h0p08_min1_confirmm0p005""}",12,,,
breadth_dropm0p03_ratio0p2_rec2_h0p08_min1_confirmm0p01,candidate,,0.15302,0.360386,-0.106677,147,-0.136525,-0.032358,-0.128088,76,-0.037862,0.083837,-0.094061,152,0.007049,-0.154972,-0.182062,192,-0.029066,-0.056686,-0.141317,168,0.014323,0.009965,-0.164304,263,,,,,,,,-0.03,0.2,2,0.08,1,-0.01,1,4,13,6,8,0,5,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.08, ""confirm_pool_mean_threshold"": -0.01, ""name"": ""breadth_dropm0p03_ratio0p2_rec2_h0p08_min1_confirmm0p01""}",13,,,
breadth_dropm0p03_ratio0p2_rec2_h0p08_min1_confirmm0p015,candidate,,0.15302,0.360386,-0.106677,147,-0.136525,-0.032358,-0.128088,76,-0.037862,0.083837,-0.094061,152,0.007049,-0.154972,-0.182062,192,-0.029066,-0.056686,-0.141317,168,0.014323,0.009965,-0.164304,263,,,,,,,,-0.03,0.2,2,0.08,1,-0.015,1,4,13,6,8,0,5,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.08, ""confirm_pool_mean_threshold"": -0.015, ""name"": ""breadth_dropm0p03_ratio0p2_rec2_h0p08_min1_confirmm0p015""}",14,,,
breadth_dropm0p03_ratio0p2_rec2_h0p1_min1_confirmm0p005,candidate,,0.15302,0.360386,-0.106677,147,-0.136525,-0.032358,-0.128088,76,-0.037862,0.083837,-0.094061,152,0.012619,-0.149403,-0.177548,183,-0.029066,-0.056686,-0.141317,168,0.014323,0.009965,-0.164304,263,,,,,,,,-0.03,0.2,2,0.1,1,-0.005,1,4,13,6,8,0,5,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.1, ""confirm_pool_mean_threshold"": -0.005, ""name"": ""breadth_dropm0p03_ratio0p2_rec2_h0p1_min1_confirmm0p005""}",15,,,
breadth_dropm0p03_ratio0p2_rec2_h0p1_min1_confirmm0p01,candidate,,0.15302,0.360386,-0.106677,147,-0.136525,-0.032358,-0.128088,76,-0.037862,0.083837,-0.094061,152,0.012619,-0.149403,-0.177548,183,-0.029066,-0.056686,-0.141317,168,0.014323,0.009965,-0.164304,263,,,,,,,,-0.03,0.2,2,0.1,1,-0.01,1,4,13,6,8,0,5,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.1, ""confirm_pool_mean_threshold"": -0.01, ""name"": ""breadth_dropm0p03_ratio0p2_rec2_h0p1_min1_confirmm0p01""}",16,,,
breadth_dropm0p03_ratio0p2_rec2_h0p1_min1_confirmm0p015,candidate,,0.15302,0.360386,-0.106677,147,-0.136525,-0.032358,-0.128088,76,-0.037862,0.083837,-0.094061,152,0.012619,-0.149403,-0.177548,183,-0.029066,-0.056686,-0.141317,168,0.014323,0.009965,-0.164304,263,,,,,,,,-0.03,0.2,2,0.1,1,-0.015,1,4,13,6,8,0,5,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.1, ""confirm_pool_mean_threshold"": -0.015, ""name"": ""breadth_dropm0p03_ratio0p2_rec2_h0p1_min1_confirmm0p015""}",17,,,
breadth_dropm0p03_ratio0p2_rec3_h0p05_min1_confirmm0p005,candidate,,0.149908,0.357274,-0.10751,146,-0.214127,-0.10996,-0.191332,93,-0.037862,0.083837,-0.094061,152,0.021622,-0.140399,-0.168172,173,-0.029066,-0.056686,-0.141317,168,0.025401,0.021042,-0.164783,261,,,,,,,,-0.03,0.2,3,0.05,1,-0.005,1,4,13,6,8,0,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.05, ""confirm_pool_mean_threshold"": -0.005, ""name"": ""breadth_dropm0p03_ratio0p2_rec3_h0p05_min1_confirmm0p005""}",18,,,
breadth_dropm0p03_ratio0p2_rec3_h0p05_min1_confirmm0p01,candidate,,0.149908,0.357274,-0.10751,146,-0.214127,-0.10996,-0.191332,93,-0.037862,0.083837,-0.094061,152,0.021622,-0.140399,-0.168172,173,-0.029066,-0.056686,-0.141317,168,0.025401,0.021042,-0.164783,261,,,,,,,,-0.03,0.2,3,0.05,1,-0.01,1,4,13,6,8,0,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.05, ""confirm_pool_mean_threshold"": -0.01, ""name"": ""breadth_dropm0p03_ratio0p2_rec3_h0p05_min1_confirmm0p01""}",19,,,
breadth_dropm0p03_ratio0p2_rec3_h0p05_min1_confirmm0p015,candidate,,0.149908,0.357274,-0.10751,146,-0.214127,-0.10996,-0.191332,93,-0.037862,0.083837,-0.094061,152,0.021622,-0.140399,-0.168172,173,-0.029066,-0.056686,-0.141317,168,0.025401,0.021042,-0.164783,261,,,,,,,,-0.03,0.2,3,0.05,1,-0.015,1,4,13,6,8,0,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.05, ""confirm_pool_mean_threshold"": -0.015, ""name"": ""breadth_dropm0p03_ratio0p2_rec3_h0p05_min1_confirmm0p015""}",20,,,
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,candidate,,0.150459,0.357825,-0.107623,146,-0.136525,-0.032358,-0.128088,76,-0.037862,0.083837,-0.094061,152,0.023088,-0.138933,-0.166743,174,-0.029066,-0.056686,-0.141317,168,0.014018,0.00966,-0.164783,263,,,,,,,,-0.03,0.2,3,0.08,1,-0.005,1,4,13,6,8,0,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.08, ""confirm_pool_mean_threshold"": -0.005, ""name"": ""breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005""}",21,,,
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p01,candidate,,0.150459,0.357825,-0.107623,146,-0.136525,-0.032358,-0.128088,76,-0.037862,0.083837,-0.094061,152,0.023088,-0.138933,-0.166743,174,-0.029066,-0.056686,-0.141317,168,0.014018,0.00966,-0.164783,263,,,,,,,,-0.03,0.2,3,0.08,1,-0.01,1,4,13,6,8,0,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.08, ""confirm_pool_mean_threshold"": -0.01, ""name"": ""breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p01""}",22,,,
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p015,candidate,,0.150459,0.357825,-0.107623,146,-0.136525,-0.032358,-0.128088,76,-0.037862,0.083837,-0.094061,152,0.023088,-0.138933,-0.166743,174,-0.029066,-0.056686,-0.141317,168,0.014018,0.00966,-0.164783,263,,,,,,,,-0.03,0.2,3,0.08,1,-0.015,1,4,13,6,8,0,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.08, ""confirm_pool_mean_threshold"": -0.015, ""name"": ""breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p015""}",23,,,
