name,description,period,start,end,position_scale_config_json,params_json,total_return,excess_return,max_drawdown,win_rate,total_trades,n_days,score,spec_run_id,spec_binding_hash
feedback_20d_min3_scale_0p25,最近 20 天已平仓期权来源交易不少于 3 笔且亏钱时，后续期权来源候选排序金额和买入金额乘以 0.25,train,20190101,20241231,"{""description"": ""\u6700\u8fd1 20 \u5929\u5df2\u5e73\u4ed3\u671f\u6743\u6765\u6e90\u4ea4\u6613\u4e0d\u5c11\u4e8e 3 \u7b14\u4e14\u4e8f\u94b1\u65f6\uff0c\u540e\u7eed\u671f\u6743\u6765\u6e90\u5019\u9009\u6392\u5e8f\u91d1\u989d\u548c\u4e70\u5165\u91d1\u989d\u4e58\u4ee5 0.25"", ""name"": ""feedback_20d_min3_scale_0p25"", ""option_source_pnl_feedback_lookback_days"": 20.0, ""option_source_pnl_feedback_min_trades"": 3.0, ""option_source_pnl_feedback_scale"": 0.25}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""option_source_pnl_feedback_enabled"": 1.0, ""option_source_pnl_feedback_lookback_days"": 20.0, ""option_source_pnl_feedback_min_trades"": 3.0, ""option_source_pnl_feedback_scale"": 0.25, ""option_source_pnl_feedback_trigger_avg_pnl_pct"": 0.0, ""option_source_pnl_feedback_trigger_sum_pnl"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.127968,-0.144347,-0.303423,0.4548,974,1456,-0.220203,cb_arb_value_gap_switch_pnl_feedback_scaling_20260522,700e1f5ad01efcfa
feedback_20d_min3_scale_0p25,最近 20 天已平仓期权来源交易不少于 3 笔且亏钱时，后续期权来源候选排序金额和买入金额乘以 0.25,test,20250101,20260508,"{""description"": ""\u6700\u8fd1 20 \u5929\u5df2\u5e73\u4ed3\u671f\u6743\u6765\u6e90\u4ea4\u6613\u4e0d\u5c11\u4e8e 3 \u7b14\u4e14\u4e8f\u94b1\u65f6\uff0c\u540e\u7eed\u671f\u6743\u6765\u6e90\u5019\u9009\u6392\u5e8f\u91d1\u989d\u548c\u4e70\u5165\u91d1\u989d\u4e58\u4ee5 0.25"", ""name"": ""feedback_20d_min3_scale_0p25"", ""option_source_pnl_feedback_lookback_days"": 20.0, ""option_source_pnl_feedback_min_trades"": 3.0, ""option_source_pnl_feedback_scale"": 0.25}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""option_source_pnl_feedback_enabled"": 1.0, ""option_source_pnl_feedback_lookback_days"": 20.0, ""option_source_pnl_feedback_min_trades"": 3.0, ""option_source_pnl_feedback_scale"": 0.25, ""option_source_pnl_feedback_trigger_avg_pnl_pct"": 0.0, ""option_source_pnl_feedback_trigger_sum_pnl"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.64628,0.294015,-0.097762,0.5992,247,323,0.269575,cb_arb_value_gap_switch_pnl_feedback_scaling_20260522,700e1f5ad01efcfa
feedback_40d_min2_scale_0p75,最近 40 天已平仓期权来源交易不少于 2 笔且亏钱时，后续期权来源候选排序金额和买入金额乘以 0.75,train,20190101,20241231,"{""description"": ""\u6700\u8fd1 40 \u5929\u5df2\u5e73\u4ed3\u671f\u6743\u6765\u6e90\u4ea4\u6613\u4e0d\u5c11\u4e8e 2 \u7b14\u4e14\u4e8f\u94b1\u65f6\uff0c\u540e\u7eed\u671f\u6743\u6765\u6e90\u5019\u9009\u6392\u5e8f\u91d1\u989d\u548c\u4e70\u5165\u91d1\u989d\u4e58\u4ee5 0.75"", ""name"": ""feedback_40d_min2_scale_0p75"", ""option_source_pnl_feedback_lookback_days"": 40.0, ""option_source_pnl_feedback_min_trades"": 2.0, ""option_source_pnl_feedback_scale"": 0.75}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""option_source_pnl_feedback_enabled"": 1.0, ""option_source_pnl_feedback_lookback_days"": 40.0, ""option_source_pnl_feedback_min_trades"": 2.0, ""option_source_pnl_feedback_scale"": 0.75, ""option_source_pnl_feedback_trigger_avg_pnl_pct"": 0.0, ""option_source_pnl_feedback_trigger_sum_pnl"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.167731,-0.104583,-0.33864,0.46,974,1456,-0.189243,cb_arb_value_gap_switch_pnl_feedback_scaling_20260522,700e1f5ad01efcfa
feedback_40d_min2_scale_0p75,最近 40 天已平仓期权来源交易不少于 2 笔且亏钱时，后续期权来源候选排序金额和买入金额乘以 0.75,test,20250101,20260508,"{""description"": ""\u6700\u8fd1 40 \u5929\u5df2\u5e73\u4ed3\u671f\u6743\u6765\u6e90\u4ea4\u6613\u4e0d\u5c11\u4e8e 2 \u7b14\u4e14\u4e8f\u94b1\u65f6\uff0c\u540e\u7eed\u671f\u6743\u6765\u6e90\u5019\u9009\u6392\u5e8f\u91d1\u989d\u548c\u4e70\u5165\u91d1\u989d\u4e58\u4ee5 0.75"", ""name"": ""feedback_40d_min2_scale_0p75"", ""option_source_pnl_feedback_lookback_days"": 40.0, ""option_source_pnl_feedback_min_trades"": 2.0, ""option_source_pnl_feedback_scale"": 0.75}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""option_source_pnl_feedback_enabled"": 1.0, ""option_source_pnl_feedback_lookback_days"": 40.0, ""option_source_pnl_feedback_min_trades"": 2.0, ""option_source_pnl_feedback_scale"": 0.75, ""option_source_pnl_feedback_trigger_avg_pnl_pct"": 0.0, ""option_source_pnl_feedback_trigger_sum_pnl"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.700251,0.347986,-0.097762,0.6269,201,323,0.323546,cb_arb_value_gap_switch_pnl_feedback_scaling_20260522,700e1f5ad01efcfa
feedback_40d_min2_scale_0p5,最近 40 天已平仓期权来源交易不少于 2 笔且亏钱时，后续期权来源候选排序金额和买入金额乘以 0.5,train,20190101,20241231,"{""description"": ""\u6700\u8fd1 40 \u5929\u5df2\u5e73\u4ed3\u671f\u6743\u6765\u6e90\u4ea4\u6613\u4e0d\u5c11\u4e8e 2 \u7b14\u4e14\u4e8f\u94b1\u65f6\uff0c\u540e\u7eed\u671f\u6743\u6765\u6e90\u5019\u9009\u6392\u5e8f\u91d1\u989d\u548c\u4e70\u5165\u91d1\u989d\u4e58\u4ee5 0.5"", ""name"": ""feedback_40d_min2_scale_0p5"", ""option_source_pnl_feedback_lookback_days"": 40.0, ""option_source_pnl_feedback_min_trades"": 2.0, ""option_source_pnl_feedback_scale"": 0.5}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""option_source_pnl_feedback_enabled"": 1.0, ""option_source_pnl_feedback_lookback_days"": 40.0, ""option_source_pnl_feedback_min_trades"": 2.0, ""option_source_pnl_feedback_scale"": 0.5, ""option_source_pnl_feedback_trigger_avg_pnl_pct"": 0.0, ""option_source_pnl_feedback_trigger_sum_pnl"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.29268,0.020366,-0.268124,0.4523,975,1456,-0.046665,cb_arb_value_gap_switch_pnl_feedback_scaling_20260522,700e1f5ad01efcfa
feedback_40d_min2_scale_0p5,最近 40 天已平仓期权来源交易不少于 2 笔且亏钱时，后续期权来源候选排序金额和买入金额乘以 0.5,test,20250101,20260508,"{""description"": ""\u6700\u8fd1 40 \u5929\u5df2\u5e73\u4ed3\u671f\u6743\u6765\u6e90\u4ea4\u6613\u4e0d\u5c11\u4e8e 2 \u7b14\u4e14\u4e8f\u94b1\u65f6\uff0c\u540e\u7eed\u671f\u6743\u6765\u6e90\u5019\u9009\u6392\u5e8f\u91d1\u989d\u548c\u4e70\u5165\u91d1\u989d\u4e58\u4ee5 0.5"", ""name"": ""feedback_40d_min2_scale_0p5"", ""option_source_pnl_feedback_lookback_days"": 40.0, ""option_source_pnl_feedback_min_trades"": 2.0, ""option_source_pnl_feedback_scale"": 0.5}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""option_source_pnl_feedback_enabled"": 1.0, ""option_source_pnl_feedback_lookback_days"": 40.0, ""option_source_pnl_feedback_min_trades"": 2.0, ""option_source_pnl_feedback_scale"": 0.5, ""option_source_pnl_feedback_trigger_avg_pnl_pct"": 0.0, ""option_source_pnl_feedback_trigger_sum_pnl"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.690618,0.338353,-0.097762,0.6184,207,323,0.313913,cb_arb_value_gap_switch_pnl_feedback_scaling_20260522,700e1f5ad01efcfa
feedback_40d_min2_scale_0p25,最近 40 天已平仓期权来源交易不少于 2 笔且亏钱时，后续期权来源候选排序金额和买入金额乘以 0.25,train,20190101,20241231,"{""description"": ""\u6700\u8fd1 40 \u5929\u5df2\u5e73\u4ed3\u671f\u6743\u6765\u6e90\u4ea4\u6613\u4e0d\u5c11\u4e8e 2 \u7b14\u4e14\u4e8f\u94b1\u65f6\uff0c\u540e\u7eed\u671f\u6743\u6765\u6e90\u5019\u9009\u6392\u5e8f\u91d1\u989d\u548c\u4e70\u5165\u91d1\u989d\u4e58\u4ee5 0.25"", ""name"": ""feedback_40d_min2_scale_0p25"", ""option_source_pnl_feedback_lookback_days"": 40.0, ""option_source_pnl_feedback_min_trades"": 2.0, ""option_source_pnl_feedback_scale"": 0.25}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""option_source_pnl_feedback_enabled"": 1.0, ""option_source_pnl_feedback_lookback_days"": 40.0, ""option_source_pnl_feedback_min_trades"": 2.0, ""option_source_pnl_feedback_scale"": 0.25, ""option_source_pnl_feedback_trigger_avg_pnl_pct"": 0.0, ""option_source_pnl_feedback_trigger_sum_pnl"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.293783,0.021469,-0.247325,0.4559,963,1456,-0.040362,cb_arb_value_gap_switch_pnl_feedback_scaling_20260522,700e1f5ad01efcfa
feedback_40d_min2_scale_0p25,最近 40 天已平仓期权来源交易不少于 2 笔且亏钱时，后续期权来源候选排序金额和买入金额乘以 0.25,test,20250101,20260508,"{""description"": ""\u6700\u8fd1 40 \u5929\u5df2\u5e73\u4ed3\u671f\u6743\u6765\u6e90\u4ea4\u6613\u4e0d\u5c11\u4e8e 2 \u7b14\u4e14\u4e8f\u94b1\u65f6\uff0c\u540e\u7eed\u671f\u6743\u6765\u6e90\u5019\u9009\u6392\u5e8f\u91d1\u989d\u548c\u4e70\u5165\u91d1\u989d\u4e58\u4ee5 0.25"", ""name"": ""feedback_40d_min2_scale_0p25"", ""option_source_pnl_feedback_lookback_days"": 40.0, ""option_source_pnl_feedback_min_trades"": 2.0, ""option_source_pnl_feedback_scale"": 0.25}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""option_source_pnl_feedback_enabled"": 1.0, ""option_source_pnl_feedback_lookback_days"": 40.0, ""option_source_pnl_feedback_min_trades"": 2.0, ""option_source_pnl_feedback_scale"": 0.25, ""option_source_pnl_feedback_trigger_avg_pnl_pct"": 0.0, ""option_source_pnl_feedback_trigger_sum_pnl"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.748609,0.396344,-0.097762,0.6267,217,323,0.371903,cb_arb_value_gap_switch_pnl_feedback_scaling_20260522,700e1f5ad01efcfa
feedback_40d_min3_scale_0p75,最近 40 天已平仓期权来源交易不少于 3 笔且亏钱时，后续期权来源候选排序金额和买入金额乘以 0.75,train,20190101,20241231,"{""description"": ""\u6700\u8fd1 40 \u5929\u5df2\u5e73\u4ed3\u671f\u6743\u6765\u6e90\u4ea4\u6613\u4e0d\u5c11\u4e8e 3 \u7b14\u4e14\u4e8f\u94b1\u65f6\uff0c\u540e\u7eed\u671f\u6743\u6765\u6e90\u5019\u9009\u6392\u5e8f\u91d1\u989d\u548c\u4e70\u5165\u91d1\u989d\u4e58\u4ee5 0.75"", ""name"": ""feedback_40d_min3_scale_0p75"", ""option_source_pnl_feedback_lookback_days"": 40.0, ""option_source_pnl_feedback_min_trades"": 3.0, ""option_source_pnl_feedback_scale"": 0.75}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""option_source_pnl_feedback_enabled"": 1.0, ""option_source_pnl_feedback_lookback_days"": 40.0, ""option_source_pnl_feedback_min_trades"": 3.0, ""option_source_pnl_feedback_scale"": 0.75, ""option_source_pnl_feedback_trigger_avg_pnl_pct"": 0.0, ""option_source_pnl_feedback_trigger_sum_pnl"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.167731,-0.104583,-0.33864,0.46,974,1456,-0.189243,cb_arb_value_gap_switch_pnl_feedback_scaling_20260522,700e1f5ad01efcfa
feedback_40d_min3_scale_0p75,最近 40 天已平仓期权来源交易不少于 3 笔且亏钱时，后续期权来源候选排序金额和买入金额乘以 0.75,test,20250101,20260508,"{""description"": ""\u6700\u8fd1 40 \u5929\u5df2\u5e73\u4ed3\u671f\u6743\u6765\u6e90\u4ea4\u6613\u4e0d\u5c11\u4e8e 3 \u7b14\u4e14\u4e8f\u94b1\u65f6\uff0c\u540e\u7eed\u671f\u6743\u6765\u6e90\u5019\u9009\u6392\u5e8f\u91d1\u989d\u548c\u4e70\u5165\u91d1\u989d\u4e58\u4ee5 0.75"", ""name"": ""feedback_40d_min3_scale_0p75"", ""option_source_pnl_feedback_lookback_days"": 40.0, ""option_source_pnl_feedback_min_trades"": 3.0, ""option_source_pnl_feedback_scale"": 0.75}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""option_source_pnl_feedback_enabled"": 1.0, ""option_source_pnl_feedback_lookback_days"": 40.0, ""option_source_pnl_feedback_min_trades"": 3.0, ""option_source_pnl_feedback_scale"": 0.75, ""option_source_pnl_feedback_trigger_avg_pnl_pct"": 0.0, ""option_source_pnl_feedback_trigger_sum_pnl"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.700251,0.347986,-0.097762,0.6269,201,323,0.323546,cb_arb_value_gap_switch_pnl_feedback_scaling_20260522,700e1f5ad01efcfa
feedback_40d_min3_scale_0p5,最近 40 天已平仓期权来源交易不少于 3 笔且亏钱时，后续期权来源候选排序金额和买入金额乘以 0.5,train,20190101,20241231,"{""description"": ""\u6700\u8fd1 40 \u5929\u5df2\u5e73\u4ed3\u671f\u6743\u6765\u6e90\u4ea4\u6613\u4e0d\u5c11\u4e8e 3 \u7b14\u4e14\u4e8f\u94b1\u65f6\uff0c\u540e\u7eed\u671f\u6743\u6765\u6e90\u5019\u9009\u6392\u5e8f\u91d1\u989d\u548c\u4e70\u5165\u91d1\u989d\u4e58\u4ee5 0.5"", ""name"": ""feedback_40d_min3_scale_0p5"", ""option_source_pnl_feedback_lookback_days"": 40.0, ""option_source_pnl_feedback_min_trades"": 3.0, ""option_source_pnl_feedback_scale"": 0.5}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""option_source_pnl_feedback_enabled"": 1.0, ""option_source_pnl_feedback_lookback_days"": 40.0, ""option_source_pnl_feedback_min_trades"": 3.0, ""option_source_pnl_feedback_scale"": 0.5, ""option_source_pnl_feedback_trigger_avg_pnl_pct"": 0.0, ""option_source_pnl_feedback_trigger_sum_pnl"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.29268,0.020366,-0.268124,0.4523,975,1456,-0.046665,cb_arb_value_gap_switch_pnl_feedback_scaling_20260522,700e1f5ad01efcfa
feedback_40d_min3_scale_0p5,最近 40 天已平仓期权来源交易不少于 3 笔且亏钱时，后续期权来源候选排序金额和买入金额乘以 0.5,test,20250101,20260508,"{""description"": ""\u6700\u8fd1 40 \u5929\u5df2\u5e73\u4ed3\u671f\u6743\u6765\u6e90\u4ea4\u6613\u4e0d\u5c11\u4e8e 3 \u7b14\u4e14\u4e8f\u94b1\u65f6\uff0c\u540e\u7eed\u671f\u6743\u6765\u6e90\u5019\u9009\u6392\u5e8f\u91d1\u989d\u548c\u4e70\u5165\u91d1\u989d\u4e58\u4ee5 0.5"", ""name"": ""feedback_40d_min3_scale_0p5"", ""option_source_pnl_feedback_lookback_days"": 40.0, ""option_source_pnl_feedback_min_trades"": 3.0, ""option_source_pnl_feedback_scale"": 0.5}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""option_source_pnl_feedback_enabled"": 1.0, ""option_source_pnl_feedback_lookback_days"": 40.0, ""option_source_pnl_feedback_min_trades"": 3.0, ""option_source_pnl_feedback_scale"": 0.5, ""option_source_pnl_feedback_trigger_avg_pnl_pct"": 0.0, ""option_source_pnl_feedback_trigger_sum_pnl"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.690618,0.338353,-0.097762,0.6184,207,323,0.313913,cb_arb_value_gap_switch_pnl_feedback_scaling_20260522,700e1f5ad01efcfa
feedback_40d_min3_scale_0p25,最近 40 天已平仓期权来源交易不少于 3 笔且亏钱时，后续期权来源候选排序金额和买入金额乘以 0.25,train,20190101,20241231,"{""description"": ""\u6700\u8fd1 40 \u5929\u5df2\u5e73\u4ed3\u671f\u6743\u6765\u6e90\u4ea4\u6613\u4e0d\u5c11\u4e8e 3 \u7b14\u4e14\u4e8f\u94b1\u65f6\uff0c\u540e\u7eed\u671f\u6743\u6765\u6e90\u5019\u9009\u6392\u5e8f\u91d1\u989d\u548c\u4e70\u5165\u91d1\u989d\u4e58\u4ee5 0.25"", ""name"": ""feedback_40d_min3_scale_0p25"", ""option_source_pnl_feedback_lookback_days"": 40.0, ""option_source_pnl_feedback_min_trades"": 3.0, ""option_source_pnl_feedback_scale"": 0.25}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""option_source_pnl_feedback_enabled"": 1.0, ""option_source_pnl_feedback_lookback_days"": 40.0, ""option_source_pnl_feedback_min_trades"": 3.0, ""option_source_pnl_feedback_scale"": 0.25, ""option_source_pnl_feedback_trigger_avg_pnl_pct"": 0.0, ""option_source_pnl_feedback_trigger_sum_pnl"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.259037,-0.013277,-0.260066,0.4613,956,1456,-0.078294,cb_arb_value_gap_switch_pnl_feedback_scaling_20260522,700e1f5ad01efcfa
