name,description,period,start,end,position_scale_config_json,params_json,total_return,excess_return,max_drawdown,win_rate,total_trades,n_days,score,spec_run_id,spec_binding_hash
feedback_40d_min3_scale_0p25,最近 40 天已平仓期权来源交易不少于 3 笔且亏钱时，后续期权来源候选排序金额和买入金额乘以 0.25,test,20250101,20260508,"{""description"": ""\u6700\u8fd1 40 \u5929\u5df2\u5e73\u4ed3\u671f\u6743\u6765\u6e90\u4ea4\u6613\u4e0d\u5c11\u4e8e 3 \u7b14\u4e14\u4e8f\u94b1\u65f6\uff0c\u540e\u7eed\u671f\u6743\u6765\u6e90\u5019\u9009\u6392\u5e8f\u91d1\u989d\u548c\u4e70\u5165\u91d1\u989d\u4e58\u4ee5 0.25"", ""name"": ""feedback_40d_min3_scale_0p25"", ""option_source_pnl_feedback_lookback_days"": 40.0, ""option_source_pnl_feedback_min_trades"": 3.0, ""option_source_pnl_feedback_scale"": 0.25}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""option_source_pnl_feedback_enabled"": 1.0, ""option_source_pnl_feedback_lookback_days"": 40.0, ""option_source_pnl_feedback_min_trades"": 3.0, ""option_source_pnl_feedback_scale"": 0.25, ""option_source_pnl_feedback_trigger_avg_pnl_pct"": 0.0, ""option_source_pnl_feedback_trigger_sum_pnl"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.728807,0.376542,-0.097762,0.6301,219,323,0.352102,cb_arb_value_gap_switch_pnl_feedback_scaling_20260522,700e1f5ad01efcfa
feedback_60d_min2_scale_0p75,最近 60 天已平仓期权来源交易不少于 2 笔且亏钱时，后续期权来源候选排序金额和买入金额乘以 0.75,train,20190101,20241231,"{""description"": ""\u6700\u8fd1 60 \u5929\u5df2\u5e73\u4ed3\u671f\u6743\u6765\u6e90\u4ea4\u6613\u4e0d\u5c11\u4e8e 2 \u7b14\u4e14\u4e8f\u94b1\u65f6\uff0c\u540e\u7eed\u671f\u6743\u6765\u6e90\u5019\u9009\u6392\u5e8f\u91d1\u989d\u548c\u4e70\u5165\u91d1\u989d\u4e58\u4ee5 0.75"", ""name"": ""feedback_60d_min2_scale_0p75"", ""option_source_pnl_feedback_lookback_days"": 60.0, ""option_source_pnl_feedback_min_trades"": 2.0, ""option_source_pnl_feedback_scale"": 0.75}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""option_source_pnl_feedback_enabled"": 1.0, ""option_source_pnl_feedback_lookback_days"": 60.0, ""option_source_pnl_feedback_min_trades"": 2.0, ""option_source_pnl_feedback_scale"": 0.75, ""option_source_pnl_feedback_trigger_avg_pnl_pct"": 0.0, ""option_source_pnl_feedback_trigger_sum_pnl"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.223243,-0.049071,-0.324784,0.4533,986,1456,-0.130267,cb_arb_value_gap_switch_pnl_feedback_scaling_20260522,700e1f5ad01efcfa
feedback_60d_min2_scale_0p75,最近 60 天已平仓期权来源交易不少于 2 笔且亏钱时，后续期权来源候选排序金额和买入金额乘以 0.75,test,20250101,20260508,"{""description"": ""\u6700\u8fd1 60 \u5929\u5df2\u5e73\u4ed3\u671f\u6743\u6765\u6e90\u4ea4\u6613\u4e0d\u5c11\u4e8e 2 \u7b14\u4e14\u4e8f\u94b1\u65f6\uff0c\u540e\u7eed\u671f\u6743\u6765\u6e90\u5019\u9009\u6392\u5e8f\u91d1\u989d\u548c\u4e70\u5165\u91d1\u989d\u4e58\u4ee5 0.75"", ""name"": ""feedback_60d_min2_scale_0p75"", ""option_source_pnl_feedback_lookback_days"": 60.0, ""option_source_pnl_feedback_min_trades"": 2.0, ""option_source_pnl_feedback_scale"": 0.75}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""option_source_pnl_feedback_enabled"": 1.0, ""option_source_pnl_feedback_lookback_days"": 60.0, ""option_source_pnl_feedback_min_trades"": 2.0, ""option_source_pnl_feedback_scale"": 0.75, ""option_source_pnl_feedback_trigger_avg_pnl_pct"": 0.0, ""option_source_pnl_feedback_trigger_sum_pnl"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.761723,0.409458,-0.097762,0.6172,209,323,0.385018,cb_arb_value_gap_switch_pnl_feedback_scaling_20260522,700e1f5ad01efcfa
feedback_60d_min2_scale_0p5,最近 60 天已平仓期权来源交易不少于 2 笔且亏钱时，后续期权来源候选排序金额和买入金额乘以 0.5,train,20190101,20241231,"{""description"": ""\u6700\u8fd1 60 \u5929\u5df2\u5e73\u4ed3\u671f\u6743\u6765\u6e90\u4ea4\u6613\u4e0d\u5c11\u4e8e 2 \u7b14\u4e14\u4e8f\u94b1\u65f6\uff0c\u540e\u7eed\u671f\u6743\u6765\u6e90\u5019\u9009\u6392\u5e8f\u91d1\u989d\u548c\u4e70\u5165\u91d1\u989d\u4e58\u4ee5 0.5"", ""name"": ""feedback_60d_min2_scale_0p5"", ""option_source_pnl_feedback_lookback_days"": 60.0, ""option_source_pnl_feedback_min_trades"": 2.0, ""option_source_pnl_feedback_scale"": 0.5}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""option_source_pnl_feedback_enabled"": 1.0, ""option_source_pnl_feedback_lookback_days"": 60.0, ""option_source_pnl_feedback_min_trades"": 2.0, ""option_source_pnl_feedback_scale"": 0.5, ""option_source_pnl_feedback_trigger_avg_pnl_pct"": 0.0, ""option_source_pnl_feedback_trigger_sum_pnl"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.208549,-0.063765,-0.291975,0.4524,966,1456,-0.136759,cb_arb_value_gap_switch_pnl_feedback_scaling_20260522,700e1f5ad01efcfa
feedback_60d_min2_scale_0p5,最近 60 天已平仓期权来源交易不少于 2 笔且亏钱时，后续期权来源候选排序金额和买入金额乘以 0.5,test,20250101,20260508,"{""description"": ""\u6700\u8fd1 60 \u5929\u5df2\u5e73\u4ed3\u671f\u6743\u6765\u6e90\u4ea4\u6613\u4e0d\u5c11\u4e8e 2 \u7b14\u4e14\u4e8f\u94b1\u65f6\uff0c\u540e\u7eed\u671f\u6743\u6765\u6e90\u5019\u9009\u6392\u5e8f\u91d1\u989d\u548c\u4e70\u5165\u91d1\u989d\u4e58\u4ee5 0.5"", ""name"": ""feedback_60d_min2_scale_0p5"", ""option_source_pnl_feedback_lookback_days"": 60.0, ""option_source_pnl_feedback_min_trades"": 2.0, ""option_source_pnl_feedback_scale"": 0.5}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""option_source_pnl_feedback_enabled"": 1.0, ""option_source_pnl_feedback_lookback_days"": 60.0, ""option_source_pnl_feedback_min_trades"": 2.0, ""option_source_pnl_feedback_scale"": 0.5, ""option_source_pnl_feedback_trigger_avg_pnl_pct"": 0.0, ""option_source_pnl_feedback_trigger_sum_pnl"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.810374,0.458109,-0.097762,0.6101,218,323,0.433669,cb_arb_value_gap_switch_pnl_feedback_scaling_20260522,700e1f5ad01efcfa
feedback_60d_min2_scale_0p25,最近 60 天已平仓期权来源交易不少于 2 笔且亏钱时，后续期权来源候选排序金额和买入金额乘以 0.25,train,20190101,20241231,"{""description"": ""\u6700\u8fd1 60 \u5929\u5df2\u5e73\u4ed3\u671f\u6743\u6765\u6e90\u4ea4\u6613\u4e0d\u5c11\u4e8e 2 \u7b14\u4e14\u4e8f\u94b1\u65f6\uff0c\u540e\u7eed\u671f\u6743\u6765\u6e90\u5019\u9009\u6392\u5e8f\u91d1\u989d\u548c\u4e70\u5165\u91d1\u989d\u4e58\u4ee5 0.25"", ""name"": ""feedback_60d_min2_scale_0p25"", ""option_source_pnl_feedback_lookback_days"": 60.0, ""option_source_pnl_feedback_min_trades"": 2.0, ""option_source_pnl_feedback_scale"": 0.25}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""option_source_pnl_feedback_enabled"": 1.0, ""option_source_pnl_feedback_lookback_days"": 60.0, ""option_source_pnl_feedback_min_trades"": 2.0, ""option_source_pnl_feedback_scale"": 0.25, ""option_source_pnl_feedback_trigger_avg_pnl_pct"": 0.0, ""option_source_pnl_feedback_trigger_sum_pnl"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.325343,0.053029,-0.2381,0.4572,958,1456,-0.006496,cb_arb_value_gap_switch_pnl_feedback_scaling_20260522,700e1f5ad01efcfa
feedback_60d_min2_scale_0p25,最近 60 天已平仓期权来源交易不少于 2 笔且亏钱时，后续期权来源候选排序金额和买入金额乘以 0.25,test,20250101,20260508,"{""description"": ""\u6700\u8fd1 60 \u5929\u5df2\u5e73\u4ed3\u671f\u6743\u6765\u6e90\u4ea4\u6613\u4e0d\u5c11\u4e8e 2 \u7b14\u4e14\u4e8f\u94b1\u65f6\uff0c\u540e\u7eed\u671f\u6743\u6765\u6e90\u5019\u9009\u6392\u5e8f\u91d1\u989d\u548c\u4e70\u5165\u91d1\u989d\u4e58\u4ee5 0.25"", ""name"": ""feedback_60d_min2_scale_0p25"", ""option_source_pnl_feedback_lookback_days"": 60.0, ""option_source_pnl_feedback_min_trades"": 2.0, ""option_source_pnl_feedback_scale"": 0.25}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""option_source_pnl_feedback_enabled"": 1.0, ""option_source_pnl_feedback_lookback_days"": 60.0, ""option_source_pnl_feedback_min_trades"": 2.0, ""option_source_pnl_feedback_scale"": 0.25, ""option_source_pnl_feedback_trigger_avg_pnl_pct"": 0.0, ""option_source_pnl_feedback_trigger_sum_pnl"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.782498,0.430233,-0.097762,0.6193,218,323,0.405793,cb_arb_value_gap_switch_pnl_feedback_scaling_20260522,700e1f5ad01efcfa
feedback_60d_min3_scale_0p75,最近 60 天已平仓期权来源交易不少于 3 笔且亏钱时，后续期权来源候选排序金额和买入金额乘以 0.75,train,20190101,20241231,"{""description"": ""\u6700\u8fd1 60 \u5929\u5df2\u5e73\u4ed3\u671f\u6743\u6765\u6e90\u4ea4\u6613\u4e0d\u5c11\u4e8e 3 \u7b14\u4e14\u4e8f\u94b1\u65f6\uff0c\u540e\u7eed\u671f\u6743\u6765\u6e90\u5019\u9009\u6392\u5e8f\u91d1\u989d\u548c\u4e70\u5165\u91d1\u989d\u4e58\u4ee5 0.75"", ""name"": ""feedback_60d_min3_scale_0p75"", ""option_source_pnl_feedback_lookback_days"": 60.0, ""option_source_pnl_feedback_min_trades"": 3.0, ""option_source_pnl_feedback_scale"": 0.75}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""option_source_pnl_feedback_enabled"": 1.0, ""option_source_pnl_feedback_lookback_days"": 60.0, ""option_source_pnl_feedback_min_trades"": 3.0, ""option_source_pnl_feedback_scale"": 0.75, ""option_source_pnl_feedback_trigger_avg_pnl_pct"": 0.0, ""option_source_pnl_feedback_trigger_sum_pnl"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.223243,-0.049071,-0.324784,0.4533,986,1456,-0.130267,cb_arb_value_gap_switch_pnl_feedback_scaling_20260522,700e1f5ad01efcfa
feedback_60d_min3_scale_0p75,最近 60 天已平仓期权来源交易不少于 3 笔且亏钱时，后续期权来源候选排序金额和买入金额乘以 0.75,test,20250101,20260508,"{""description"": ""\u6700\u8fd1 60 \u5929\u5df2\u5e73\u4ed3\u671f\u6743\u6765\u6e90\u4ea4\u6613\u4e0d\u5c11\u4e8e 3 \u7b14\u4e14\u4e8f\u94b1\u65f6\uff0c\u540e\u7eed\u671f\u6743\u6765\u6e90\u5019\u9009\u6392\u5e8f\u91d1\u989d\u548c\u4e70\u5165\u91d1\u989d\u4e58\u4ee5 0.75"", ""name"": ""feedback_60d_min3_scale_0p75"", ""option_source_pnl_feedback_lookback_days"": 60.0, ""option_source_pnl_feedback_min_trades"": 3.0, ""option_source_pnl_feedback_scale"": 0.75}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""option_source_pnl_feedback_enabled"": 1.0, ""option_source_pnl_feedback_lookback_days"": 60.0, ""option_source_pnl_feedback_min_trades"": 3.0, ""option_source_pnl_feedback_scale"": 0.75, ""option_source_pnl_feedback_trigger_avg_pnl_pct"": 0.0, ""option_source_pnl_feedback_trigger_sum_pnl"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.761723,0.409458,-0.097762,0.6172,209,323,0.385018,cb_arb_value_gap_switch_pnl_feedback_scaling_20260522,700e1f5ad01efcfa
feedback_60d_min3_scale_0p5,最近 60 天已平仓期权来源交易不少于 3 笔且亏钱时，后续期权来源候选排序金额和买入金额乘以 0.5,train,20190101,20241231,"{""description"": ""\u6700\u8fd1 60 \u5929\u5df2\u5e73\u4ed3\u671f\u6743\u6765\u6e90\u4ea4\u6613\u4e0d\u5c11\u4e8e 3 \u7b14\u4e14\u4e8f\u94b1\u65f6\uff0c\u540e\u7eed\u671f\u6743\u6765\u6e90\u5019\u9009\u6392\u5e8f\u91d1\u989d\u548c\u4e70\u5165\u91d1\u989d\u4e58\u4ee5 0.5"", ""name"": ""feedback_60d_min3_scale_0p5"", ""option_source_pnl_feedback_lookback_days"": 60.0, ""option_source_pnl_feedback_min_trades"": 3.0, ""option_source_pnl_feedback_scale"": 0.5}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""option_source_pnl_feedback_enabled"": 1.0, ""option_source_pnl_feedback_lookback_days"": 60.0, ""option_source_pnl_feedback_min_trades"": 3.0, ""option_source_pnl_feedback_scale"": 0.5, ""option_source_pnl_feedback_trigger_avg_pnl_pct"": 0.0, ""option_source_pnl_feedback_trigger_sum_pnl"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.208549,-0.063765,-0.291975,0.4524,966,1456,-0.136759,cb_arb_value_gap_switch_pnl_feedback_scaling_20260522,700e1f5ad01efcfa
feedback_60d_min3_scale_0p5,最近 60 天已平仓期权来源交易不少于 3 笔且亏钱时，后续期权来源候选排序金额和买入金额乘以 0.5,test,20250101,20260508,"{""description"": ""\u6700\u8fd1 60 \u5929\u5df2\u5e73\u4ed3\u671f\u6743\u6765\u6e90\u4ea4\u6613\u4e0d\u5c11\u4e8e 3 \u7b14\u4e14\u4e8f\u94b1\u65f6\uff0c\u540e\u7eed\u671f\u6743\u6765\u6e90\u5019\u9009\u6392\u5e8f\u91d1\u989d\u548c\u4e70\u5165\u91d1\u989d\u4e58\u4ee5 0.5"", ""name"": ""feedback_60d_min3_scale_0p5"", ""option_source_pnl_feedback_lookback_days"": 60.0, ""option_source_pnl_feedback_min_trades"": 3.0, ""option_source_pnl_feedback_scale"": 0.5}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""option_source_pnl_feedback_enabled"": 1.0, ""option_source_pnl_feedback_lookback_days"": 60.0, ""option_source_pnl_feedback_min_trades"": 3.0, ""option_source_pnl_feedback_scale"": 0.5, ""option_source_pnl_feedback_trigger_avg_pnl_pct"": 0.0, ""option_source_pnl_feedback_trigger_sum_pnl"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.810374,0.458109,-0.097762,0.6101,218,323,0.433669,cb_arb_value_gap_switch_pnl_feedback_scaling_20260522,700e1f5ad01efcfa
feedback_60d_min3_scale_0p25,最近 60 天已平仓期权来源交易不少于 3 笔且亏钱时，后续期权来源候选排序金额和买入金额乘以 0.25,train,20190101,20241231,"{""description"": ""\u6700\u8fd1 60 \u5929\u5df2\u5e73\u4ed3\u671f\u6743\u6765\u6e90\u4ea4\u6613\u4e0d\u5c11\u4e8e 3 \u7b14\u4e14\u4e8f\u94b1\u65f6\uff0c\u540e\u7eed\u671f\u6743\u6765\u6e90\u5019\u9009\u6392\u5e8f\u91d1\u989d\u548c\u4e70\u5165\u91d1\u989d\u4e58\u4ee5 0.25"", ""name"": ""feedback_60d_min3_scale_0p25"", ""option_source_pnl_feedback_lookback_days"": 60.0, ""option_source_pnl_feedback_min_trades"": 3.0, ""option_source_pnl_feedback_scale"": 0.25}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""option_source_pnl_feedback_enabled"": 1.0, ""option_source_pnl_feedback_lookback_days"": 60.0, ""option_source_pnl_feedback_min_trades"": 3.0, ""option_source_pnl_feedback_scale"": 0.25, ""option_source_pnl_feedback_trigger_avg_pnl_pct"": 0.0, ""option_source_pnl_feedback_trigger_sum_pnl"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.325343,0.053029,-0.2381,0.4572,958,1456,-0.006496,cb_arb_value_gap_switch_pnl_feedback_scaling_20260522,700e1f5ad01efcfa
feedback_60d_min3_scale_0p25,最近 60 天已平仓期权来源交易不少于 3 笔且亏钱时，后续期权来源候选排序金额和买入金额乘以 0.25,test,20250101,20260508,"{""description"": ""\u6700\u8fd1 60 \u5929\u5df2\u5e73\u4ed3\u671f\u6743\u6765\u6e90\u4ea4\u6613\u4e0d\u5c11\u4e8e 3 \u7b14\u4e14\u4e8f\u94b1\u65f6\uff0c\u540e\u7eed\u671f\u6743\u6765\u6e90\u5019\u9009\u6392\u5e8f\u91d1\u989d\u548c\u4e70\u5165\u91d1\u989d\u4e58\u4ee5 0.25"", ""name"": ""feedback_60d_min3_scale_0p25"", ""option_source_pnl_feedback_lookback_days"": 60.0, ""option_source_pnl_feedback_min_trades"": 3.0, ""option_source_pnl_feedback_scale"": 0.25}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""option_source_pnl_feedback_enabled"": 1.0, ""option_source_pnl_feedback_lookback_days"": 60.0, ""option_source_pnl_feedback_min_trades"": 3.0, ""option_source_pnl_feedback_scale"": 0.25, ""option_source_pnl_feedback_trigger_avg_pnl_pct"": 0.0, ""option_source_pnl_feedback_trigger_sum_pnl"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.709905,0.35764,-0.097762,0.6154,221,323,0.3332,cb_arb_value_gap_switch_pnl_feedback_scaling_20260522,700e1f5ad01efcfa
